county,precinct,office,district,party,candidate,absentee,early_votes,election_day,votes
County of Hawaii,03-07,President and Vice President,,C,Don Blankenship,0,0,1,1
County of Hawaii,03-07,President and Vice President,,D,Joseph R. Biden,0,2,375,377
County of Hawaii,03-07,President and Vice President,,G,Howie Hawkins,0,0,3,3
County of Hawaii,03-07,President and Vice President,,L,Jo Jorgensen,0,0,2,2
County of Hawaii,03-07,President and Vice President,,R,Donald J. Trump,0,2,158,160
County of Hawaii,03-07,President and Vice President,,AS,Brock Pierce,0,0,0,0
County of Hawaii,03-07,U.S. Representative,2,R,"AKANA, Joe",0,2,78,80
County of Hawaii,03-07,U.S. Representative,2,N,"BURRUS, Ron",0,0,1,1
County of Hawaii,03-07,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,2,2
County of Hawaii,03-07,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,0,4,4
County of Hawaii,03-07,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,2,421,423
County of Hawaii,03-07,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,0,2,2
County of Hawaii,03-07,State Senator,2,A,"KA-IPO, Ron G.",0,1,120,121
County of Hawaii,03-07,State Senator,2,D,"SAN BUENAVENTURA, Joy",0,2,382,384
County of Hawaii,03-07,State Representative,3,R,"HUGHES, Susan",0,1,104,105
County of Hawaii,03-07,State Representative,3,D,"ONISHI, Richard H.K.",0,2,399,401
County of Hawaii,03-07,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,1,284,285
County of Hawaii,03-07,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,2,174,176
County of Hawaii,03-07,Molokai Resident Trustee,,,"ALAPA, Luana",0,0,199,199
County of Hawaii,03-07,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,2,168,170
County of Hawaii,03-07,At-Large Trustee,,,"AKINA, Keli'i",0,0,207,207
County of Hawaii,03-07,At-Large Trustee,,,"SOUZA, Keoni",0,3,209,212
County of Hawaii,03-07,"Mayor, County of Hawaii",,,"MARZO, Ikaika",0,4,248,252
County of Hawaii,03-07,"Mayor, County of Hawaii",,,"ROTH, Mitch",0,0,283,283
County of Hawaii,03-07,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,YES,0,2,323,325
County of Hawaii,03-07,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,NO,0,1,130,131
County of Hawaii,03-07,HAWAI'I: Council Meeting Locations,,,YES,0,3,416,419
County of Hawaii,03-07,HAWAI'I: Council Meeting Locations,,,NO,0,0,61,61
County of Hawaii,03-07,HAWAI'I: Department of Research & Development,,,YES,0,3,394,397
County of Hawaii,03-07,HAWAI'I: Department of Research & Development,,,NO,0,0,67,67
County of Hawaii,03-07,HAWAI'I: Authority of Police & Fire Commissions,,,YES,0,2,383,385
County of Hawaii,03-07,HAWAI'I: Authority of Police & Fire Commissions,,,NO,0,1,92,93
County of Hawaii,03-07,HAWAI'I: Terms of Council Members,,,YES,0,0,230,230
County of Hawaii,03-07,HAWAI'I: Terms of Council Members,,,NO,0,3,248,251
County of Hawaii,03-07,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,YES,0,1,275,276
County of Hawaii,03-07,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,NO,0,2,195,197
County of Hawaii,03-07,HAWAI'I: Discipline of Council Members,,,YES,0,3,405,408
County of Hawaii,03-07,HAWAI'I: Discipline of Council Members,,,NO,0,0,66,66
County of Hawaii,03-07,HAWAI'I: Department of Information Technology,,,YES,0,2,196,198
County of Hawaii,03-07,HAWAI'I: Department of Information Technology,,,NO,0,1,250,251
County of Hawaii,03-07,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,YES,0,2,266,268
County of Hawaii,03-07,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,NO,0,1,194,195
County of Hawaii,03-07,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,YES,0,2,249,251
County of Hawaii,03-07,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,NO,0,1,206,207
County of Hawaii,03-07,HAWAI'I: Mandatory Charter Reviews,,,YES,0,1,373,374
County of Hawaii,03-07,HAWAI'I: Mandatory Charter Reviews,,,NO,0,2,75,77
County of Hawaii,03-07,HAWAI'I: Corporation Counsel,,,YES,0,2,375,377
County of Hawaii,03-07,HAWAI'I: Corporation Counsel,,,NO,0,1,84,85
County of Hawaii,03-07,HAWAI'I: Hawai'i Fire Department,,,YES,0,2,335,337
County of Hawaii,03-07,HAWAI'I: Hawai'i Fire Department,,,NO,0,0,119,119
County of Hawaii,03-07,HAWAI'I: Membership on Boards & Commissions,,,YES,0,2,267,269
County of Hawaii,03-07,HAWAI'I: Membership on Boards & Commissions,,,NO,0,1,187,188
County of Hawaii,03-07,HAWAI'I: Capital Budget & Capital Programs,,,YES,0,1,377,378
County of Hawaii,03-07,HAWAI'I: Capital Budget & Capital Programs,,,NO,0,2,72,74
County of Hawaii,03-07,HAWAI'I: Board of Ethics,,,YES,0,3,347,350
County of Hawaii,03-07,HAWAI'I: Board of Ethics,,,NO,0,0,115,115
County of Hawaii,04-01,President and Vice President,,C,Don Blankenship,0,0,9,9
County of Hawaii,04-01,President and Vice President,,D,Joseph R. Biden,0,77,3402,3479
County of Hawaii,04-01,President and Vice President,,G,Howie Hawkins,0,4,47,51
County of Hawaii,04-01,President and Vice President,,L,Jo Jorgensen,0,0,58,58
County of Hawaii,04-01,President and Vice President,,R,Donald J. Trump,0,188,1643,1831
County of Hawaii,04-01,President and Vice President,,AS,Brock Pierce,0,2,11,13
County of Hawaii,04-01,U.S. Representative,2,R,"AKANA, Joe",0,146,1168,1314
County of Hawaii,04-01,U.S. Representative,2,N,"BURRUS, Ron",0,3,51,54
County of Hawaii,04-01,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,3,10,13
County of Hawaii,04-01,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,7,123,130
County of Hawaii,04-01,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,91,3382,3473
County of Hawaii,04-01,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,6,156,162
County of Hawaii,04-01,State Senator,2,A,"KA-IPO, Ron G.",0,130,1038,1168
County of Hawaii,04-01,State Senator,2,D,"SAN BUENAVENTURA, Joy",0,83,3681,3764
County of Hawaii,04-01,State Representative,4,R,"CERMELJ, Hope (Alohalani)",0,114,730,844
County of Hawaii,04-01,State Representative,4,A,"HAUMEA, Desmon Antone",0,25,491,516
County of Hawaii,04-01,State Representative,4,D,"ILAGAN, Greggor",0,112,3719,3831
County of Hawaii,04-01,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,125,2184,2309
County of Hawaii,04-01,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,76,1667,1743
County of Hawaii,04-01,Molokai Resident Trustee,,,"ALAPA, Luana",0,122,1833,1955
County of Hawaii,04-01,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,67,1388,1455
County of Hawaii,04-01,At-Large Trustee,,,"AKINA, Keli'i",0,103,1850,1953
County of Hawaii,04-01,At-Large Trustee,,,"SOUZA, Keoni",0,97,1704,1801
County of Hawaii,04-01,"Mayor, County of Hawaii",,,"MARZO, Ikaika",0,151,2379,2530
County of Hawaii,04-01,"Mayor, County of Hawaii",,,"ROTH, Mitch",0,107,2722,2829
County of Hawaii,04-01,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,YES,0,147,3384,3531
County of Hawaii,04-01,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,NO,0,83,1105,1188
County of Hawaii,04-01,HAWAI'I: Council Meeting Locations,,,YES,0,198,3916,4114
County of Hawaii,04-01,HAWAI'I: Council Meeting Locations,,,NO,0,39,784,823
County of Hawaii,04-01,HAWAI'I: Department of Research & Development,,,YES,0,193,3932,4125
County of Hawaii,04-01,HAWAI'I: Department of Research & Development,,,NO,0,40,584,624
County of Hawaii,04-01,HAWAI'I: Authority of Police & Fire Commissions,,,YES,0,179,3864,4043
County of Hawaii,04-01,HAWAI'I: Authority of Police & Fire Commissions,,,NO,0,55,834,889
County of Hawaii,04-01,HAWAI'I: Terms of Council Members,,,YES,0,89,2202,2291
County of Hawaii,04-01,HAWAI'I: Terms of Council Members,,,NO,0,146,2519,2665
County of Hawaii,04-01,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,YES,0,147,2750,2897
County of Hawaii,04-01,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,NO,0,89,1860,1949
County of Hawaii,04-01,HAWAI'I: Discipline of Council Members,,,YES,0,197,4262,4459
County of Hawaii,04-01,HAWAI'I: Discipline of Council Members,,,NO,0,38,458,496
County of Hawaii,04-01,HAWAI'I: Department of Information Technology,,,YES,0,108,1809,1917
County of Hawaii,04-01,HAWAI'I: Department of Information Technology,,,NO,0,112,2624,2736
County of Hawaii,04-01,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,YES,0,126,2693,2819
County of Hawaii,04-01,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,NO,0,108,1924,2032
County of Hawaii,04-01,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,YES,0,121,2294,2415
County of Hawaii,04-01,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,NO,0,102,2197,2299
County of Hawaii,04-01,HAWAI'I: Mandatory Charter Reviews,,,YES,0,164,3676,3840
County of Hawaii,04-01,HAWAI'I: Mandatory Charter Reviews,,,NO,0,55,751,806
County of Hawaii,04-01,HAWAI'I: Corporation Counsel,,,YES,0,168,3696,3864
County of Hawaii,04-01,HAWAI'I: Corporation Counsel,,,NO,0,56,851,907
County of Hawaii,04-01,HAWAI'I: Hawai'i Fire Department,,,YES,0,139,3012,3151
County of Hawaii,04-01,HAWAI'I: Hawai'i Fire Department,,,NO,0,84,1425,1509
County of Hawaii,04-01,HAWAI'I: Membership on Boards & Commissions,,,YES,0,115,2393,2508
County of Hawaii,04-01,HAWAI'I: Membership on Boards & Commissions,,,NO,0,104,2054,2158
County of Hawaii,04-01,HAWAI'I: Capital Budget & Capital Programs,,,YES,0,161,3683,3844
County of Hawaii,04-01,HAWAI'I: Capital Budget & Capital Programs,,,NO,0,61,781,842
County of Hawaii,04-01,HAWAI'I: Board of Ethics,,,YES,0,148,3649,3797
County of Hawaii,04-01,HAWAI'I: Board of Ethics,,,NO,0,78,946,1024
County of Hawaii,04-02,President and Vice President,,C,Don Blankenship,0,0,3,3
County of Hawaii,04-02,President and Vice President,,D,Joseph R. Biden,0,24,1191,1215
County of Hawaii,04-02,President and Vice President,,G,Howie Hawkins,0,0,23,23
County of Hawaii,04-02,President and Vice President,,L,Jo Jorgensen,0,3,17,20
County of Hawaii,04-02,President and Vice President,,R,Donald J. Trump,0,72,550,622
County of Hawaii,04-02,President and Vice President,,AS,Brock Pierce,0,0,6,6
County of Hawaii,04-02,U.S. Representative,2,R,"AKANA, Joe",0,55,407,462
County of Hawaii,04-02,U.S. Representative,2,N,"BURRUS, Ron",0,2,16,18
County of Hawaii,04-02,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,0,4,4
County of Hawaii,04-02,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,9,58,67
County of Hawaii,04-02,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,28,1147,1175
County of Hawaii,04-02,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,2,68,70
County of Hawaii,04-02,State Senator,2,A,"KA-IPO, Ron G.",0,51,416,467
County of Hawaii,04-02,State Senator,2,D,"SAN BUENAVENTURA, Joy",0,37,1248,1285
County of Hawaii,04-02,State Representative,4,R,"CERMELJ, Hope (Alohalani)",0,53,324,377
County of Hawaii,04-02,State Representative,4,A,"HAUMEA, Desmon Antone",0,11,197,208
County of Hawaii,04-02,State Representative,4,D,"ILAGAN, Greggor",0,31,1181,1212
County of Hawaii,04-02,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,51,834,885
County of Hawaii,04-02,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,29,570,599
County of Hawaii,04-02,Molokai Resident Trustee,,,"ALAPA, Luana",0,47,704,751
County of Hawaii,04-02,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,24,489,513
County of Hawaii,04-02,At-Large Trustee,,,"AKINA, Keli'i",0,44,738,782
County of Hawaii,04-02,At-Large Trustee,,,"SOUZA, Keoni",0,32,562,594
County of Hawaii,04-02,"Mayor, County of Hawaii",,,"MARZO, Ikaika",0,52,993,1045
County of Hawaii,04-02,"Mayor, County of Hawaii",,,"ROTH, Mitch",0,41,774,815
County of Hawaii,04-02,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,YES,0,45,1124,1169
County of Hawaii,04-02,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,NO,0,43,442,485
County of Hawaii,04-02,HAWAI'I: Council Meeting Locations,,,YES,0,74,1366,1440
County of Hawaii,04-02,HAWAI'I: Council Meeting Locations,,,NO,0,17,270,287
County of Hawaii,04-02,HAWAI'I: Department of Research & Development,,,YES,0,70,1346,1416
County of Hawaii,04-02,HAWAI'I: Department of Research & Development,,,NO,0,19,238,257
County of Hawaii,04-02,HAWAI'I: Authority of Police & Fire Commissions,,,YES,0,75,1275,1350
County of Hawaii,04-02,HAWAI'I: Authority of Police & Fire Commissions,,,NO,0,17,341,358
County of Hawaii,04-02,HAWAI'I: Terms of Council Members,,,YES,0,36,722,758
County of Hawaii,04-02,HAWAI'I: Terms of Council Members,,,NO,0,57,915,972
County of Hawaii,04-02,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,YES,0,55,930,985
County of Hawaii,04-02,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,NO,0,36,684,720
County of Hawaii,04-02,HAWAI'I: Discipline of Council Members,,,YES,0,74,1454,1528
County of Hawaii,04-02,HAWAI'I: Discipline of Council Members,,,NO,0,17,182,199
County of Hawaii,04-02,HAWAI'I: Department of Information Technology,,,YES,0,40,636,676
County of Hawaii,04-02,HAWAI'I: Department of Information Technology,,,NO,0,46,926,972
County of Hawaii,04-02,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,YES,0,46,970,1016
County of Hawaii,04-02,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,NO,0,42,653,695
County of Hawaii,04-02,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,YES,0,42,792,834
County of Hawaii,04-02,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,NO,0,45,796,841
County of Hawaii,04-02,HAWAI'I: Mandatory Charter Reviews,,,YES,0,58,1256,1314
County of Hawaii,04-02,HAWAI'I: Mandatory Charter Reviews,,,NO,0,28,303,331
County of Hawaii,04-02,HAWAI'I: Corporation Counsel,,,YES,0,60,1264,1324
County of Hawaii,04-02,HAWAI'I: Corporation Counsel,,,NO,0,28,328,356
County of Hawaii,04-02,HAWAI'I: Hawai'i Fire Department,,,YES,0,49,1010,1059
County of Hawaii,04-02,HAWAI'I: Hawai'i Fire Department,,,NO,0,36,554,590
County of Hawaii,04-02,HAWAI'I: Membership on Boards & Commissions,,,YES,0,45,830,875
County of Hawaii,04-02,HAWAI'I: Membership on Boards & Commissions,,,NO,0,44,741,785
County of Hawaii,04-02,HAWAI'I: Capital Budget & Capital Programs,,,YES,0,63,1234,1297
County of Hawaii,04-02,HAWAI'I: Capital Budget & Capital Programs,,,NO,0,23,340,363
County of Hawaii,04-02,HAWAI'I: Board of Ethics,,,YES,0,54,1243,1297
County of Hawaii,04-02,HAWAI'I: Board of Ethics,,,NO,0,32,352,384
County of Hawaii,04-03,President and Vice President,,C,Don Blankenship,0,0,6,6
County of Hawaii,04-03,President and Vice President,,D,Joseph R. Biden,0,69,1878,1947
County of Hawaii,04-03,President and Vice President,,G,Howie Hawkins,0,2,50,52
County of Hawaii,04-03,President and Vice President,,L,Jo Jorgensen,0,3,38,41
County of Hawaii,04-03,President and Vice President,,R,Donald J. Trump,0,97,684,781
County of Hawaii,04-03,President and Vice President,,AS,Brock Pierce,0,0,9,9
County of Hawaii,04-03,U.S. Representative,2,R,"AKANA, Joe",0,77,437,514
County of Hawaii,04-03,U.S. Representative,2,N,"BURRUS, Ron",0,2,38,40
County of Hawaii,04-03,U.S. Representative,2,AS,"GIUFFRE, John (Raghu)",0,4,14,18
County of Hawaii,04-03,U.S. Representative,2,A,"HOOMANAWANUI, Jonathan",0,8,117,125
County of Hawaii,04-03,U.S. Representative,2,D,"KAHELE, Kaiali'i (Kai)",0,68,1806,1874
County of Hawaii,04-03,U.S. Representative,2,L,"TIPPENS, Michelle Rose",0,5,92,97
County of Hawaii,04-03,State Senator,2,A,"KA-IPO, Ron G.",0,74,540,614
County of Hawaii,04-03,State Senator,2,D,"SAN BUENAVENTURA, Joy",0,70,1930,2000
County of Hawaii,04-03,State Representative,4,R,"CERMELJ, Hope (Alohalani)",0,58,389,447
County of Hawaii,04-03,State Representative,4,A,"HAUMEA, Desmon Antone",0,24,385,409
County of Hawaii,04-03,State Representative,4,D,"ILAGAN, Greggor",0,78,1724,1802
County of Hawaii,04-03,Hawaii Resident Trustee,,,"LINDSEY, Keola",0,77,1003,1080
County of Hawaii,04-03,Hawaii Resident Trustee,,,"MANGAUIL, Lanakila",0,53,1017,1070
County of Hawaii,04-03,Molokai Resident Trustee,,,"ALAPA, Luana",0,77,972,1049
County of Hawaii,04-03,Molokai Resident Trustee,,,"MACHADO, Colette (Piipii)",0,40,727,767
County of Hawaii,04-03,At-Large Trustee,,,"AKINA, Keli'i",0,77,981,1058
County of Hawaii,04-03,At-Large Trustee,,,"SOUZA, Keoni",0,51,864,915
County of Hawaii,04-03,"Mayor, County of Hawaii",,,"MARZO, Ikaika",0,86,1616,1702
County of Hawaii,04-03,"Mayor, County of Hawaii",,,"ROTH, Mitch",0,72,1017,1089
County of Hawaii,04-03,Councilmember,"5, County of Hawaii",,"KANEALI'I-KLEINFELDER, Matt",0,66,1359,1425
County of Hawaii,04-03,Councilmember,"5, County of Hawaii",,"RODENHURST, Ikaika",0,78,1038,1116
County of Hawaii,04-03,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,YES,0,87,1742,1829
County of Hawaii,04-03,"HAWAI'I: Technical, Linguistic, & Grammatical Revisions of the Charter",,,NO,0,54,545,599
County of Hawaii,04-03,HAWAI'I: Council Meeting Locations,,,YES,0,120,2043,2163
County of Hawaii,04-03,HAWAI'I: Council Meeting Locations,,,NO,0,26,338,364
County of Hawaii,04-03,HAWAI'I: Department of Research & Development,,,YES,0,126,1981,2107
County of Hawaii,04-03,HAWAI'I: Department of Research & Development,,,NO,0,19,295,314
County of Hawaii,04-03,HAWAI'I: Authority of Police & Fire Commissions,,,YES,0,118,1984,2102
County of Hawaii,04-03,HAWAI'I: Authority of Police & Fire Commissions,,,NO,0,31,405,436
County of Hawaii,04-03,HAWAI'I: Terms of Council Members,,,YES,0,64,1120,1184
County of Hawaii,04-03,HAWAI'I: Terms of Council Members,,,NO,0,82,1279,1361
County of Hawaii,04-03,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,YES,0,111,1440,1551
County of Hawaii,04-03,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Fund",,,NO,0,38,904,942
County of Hawaii,04-03,HAWAI'I: Discipline of Council Members,,,YES,0,133,2126,2259
County of Hawaii,04-03,HAWAI'I: Discipline of Council Members,,,NO,0,17,267,284
County of Hawaii,04-03,HAWAI'I: Department of Information Technology,,,YES,0,72,862,934
County of Hawaii,04-03,HAWAI'I: Department of Information Technology,,,NO,0,69,1383,1452
County of Hawaii,04-03,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,YES,0,90,1425,1515
County of Hawaii,04-03,HAWAI'I: Establishment of a Disaster & Emergency Fund,,,NO,0,59,908,967
County of Hawaii,04-03,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,YES,0,90,1166,1256
County of Hawaii,04-03,"HAWAI'I: Public Access, Open Space, & Natural Resources Preservation Maintenance Fund",,,NO,0,50,1111,1161
County of Hawaii,04-03,HAWAI'I: Mandatory Charter Reviews,,,YES,0,106,1839,1945
County of Hawaii,04-03,HAWAI'I: Mandatory Charter Reviews,,,NO,0,33,389,422
County of Hawaii,04-03,HAWAI'I: Corporation Counsel,,,YES,0,105,1818,1923
County of Hawaii,04-03,HAWAI'I: Corporation Counsel,,,NO,0,36,467,503
County of Hawaii,04-03,HAWAI'I: Hawai'i Fire Department,,,YES,0,88,1574,1662
County of Hawaii,04-03,HAWAI'I: Hawai'i Fire Department,,,NO,0,54,669,723
County of Hawaii,04-03,HAWAI'I: Membership on Boards & Commissions,,,YES,0,79,1254,1333
County of Hawaii,04-03,HAWAI'I: Membership on Boards & Commissions,,,NO,0,62,997,1059
County of Hawaii,04-03,HAWAI'I: Capital Budget & Capital Programs,,,YES,0,117,1856,1973
County of Hawaii,04-03,HAWAI'I: Capital Budget & Capital Programs,,,NO,0,27,404,431
County of Hawaii,04-03,HAWAI'I: Board of Ethics,,,YES,0,115,1850,1965
County of Hawaii,04-03,HAWAI'I: Board of Ethics,,,NO,0,30,476,506
County of Hawaii,04-04,President and Vice President,,C,Don Blankenship,0,0,1,1
County of Hawaii,04-04,President and Vice President,,D,Joseph R. Biden,0,37,1053,1090
County of Hawaii,04-04,President and Vice President,,G,Howie Hawkins,0,1,23,24
County of Hawaii,04-04,President and Vice President,,L,Jo Jorgensen,0,2,28,30
County of Hawaii,04-04,President and Vice President,,R,Donald J. Trump,0,51,385,436
County of Hawaii,04-04,President and Vice President,,AS,Brock Pierce,0,0,8,8
County of Hawaii,04-04,U.S. Representative,2,R,"AKANA, Joe",0,37,289,326
