precinct,pri_dem_CLINTON,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_dem_STEINBERG,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PATAKI,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_dem_CLINTON,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
PEACHBYRON #1,166,0,45,2,2,44,0,200,0,0,3,21,0,2,120,0,297,443,37,1216,213,689,443,1216
PEACHBYRON #2,277,1,72,2,2,85,1,255,0,0,2,39,0,1,174,0,424,947,68,1834,352,983,947,1834
PEACHCLAUDE,18,1,12,0,2,21,0,69,1,0,1,9,0,0,45,0,125,102,11,442,31,273,102,442
PEACHFORT VALLEY #1,317,1,58,2,2,42,0,94,0,0,2,22,0,0,72,1,163,889,33,610,378,398,889,610
PEACHFORT VALLEY #2,304,1,48,0,2,24,1,53,1,0,0,11,1,0,25,0,95,950,20,442,353,213,950,442
PEACHFORT VALLEY #3,528,0,70,0,1,4,1,15,0,0,0,6,0,0,23,0,50,1575,25,204,598,100,1575,204
PEACHNAN,1676,5,316,6,11,259,3,796,2,0,10,124,1,4,516,1,1325,5100,211,5413,2003,3052,5100,5413
PEACHPOWERSVILLE,66,1,11,0,0,39,0,110,0,0,2,16,0,1,57,0,171,194,17,665,78,396,194,665
PICKENSAPPALACHIAN,39,0,48,1,2,26,0,143,0,0,1,24,0,5,108,0,290,167,33,970,88,599,167,970
PICKENSHILL,19,1,32,2,1,35,0,119,2,0,1,14,0,3,91,0,242,158,42,913,54,508,158,913
PICKENSHINTON,11,0,14,0,0,8,2,42,0,0,0,4,0,0,33,0,144,47,16,404,25,233,47,404
PICKENSJASPER,42,2,40,1,5,33,0,120,1,0,2,18,0,0,113,0,271,246,44,1024,85,563,246,1024
PICKENSJERUSALEM,16,0,11,0,0,21,0,93,0,0,1,7,0,1,49,1,183,67,12,538,27,356,67,538
PICKENSLUDVILLE,8,1,5,0,0,7,0,68,0,0,0,3,0,0,13,0,90,24,10,343,14,181,24,343
PICKENSNAN,431,5,370,5,32,344,9,1570,3,0,11,305,5,15,1330,3,3360,1979,354,11651,811,6987,1979,11651
PICKENSNELSON,30,0,29,0,1,21,1,123,0,0,0,13,2,0,60,0,196,118,25,750,59,417,118,750
PICKENSREFUGE,49,0,24,1,5,40,1,143,0,0,0,20,1,0,115,0,399,169,29,1259,74,724,169,1259
PICKENSSHARPTOP,72,0,65,0,10,49,0,190,0,0,1,84,1,0,229,0,434,340,46,1434,137,998,340,1434
PICKENSTALKING ROCK,15,0,24,0,1,31,2,126,0,0,3,14,0,4,71,1,261,104,19,933,39,514,104,933
PICKENSTATE - 09,17,0,13,0,0,9,0,57,0,0,1,3,0,0,30,0,144,69,11,423,30,244,69,423
PICKENSTATE - 14,24,0,19,0,2,27,1,137,0,0,0,10,0,1,76,0,198,105,31,935,43,452,105,935
PICKENSYELLOW CREEK,89,1,46,0,5,37,2,209,0,0,1,91,1,1,342,1,508,365,36,1725,136,1198,365,1725
PIERCEALABAHA,10,0,11,0,3,21,0,105,0,0,1,10,0,0,48,0,118,47,3,511,21,306,47,511
PIERCEBLACKSHEAR,51,1,31,1,9,48,1,270,1,0,1,15,0,3,158,0,311,188,30,1556,84,817,188,1556
PIERCEHACKLEBARNEY/CASON,81,0,21,0,6,51,2,201,0,0,4,22,0,1,143,0,328,375,25,1491,102,758,375,1491
PIERCEMERSHON,2,0,5,1,2,9,0,27,0,0,0,0,0,0,28,0,40,26,2,273,8,106,26,273
PIERCENAN,219,1,104,3,31,222,4,1040,1,1,9,71,0,10,598,1,1345,903,93,6302,327,3333,903,6302
PIERCEOTTER CREEK,25,0,6,0,2,30,1,121,0,0,1,5,0,4,77,0,167,71,15,754,31,408,71,754
PIERCEPATTERSON,29,0,15,0,6,26,0,130,0,1,0,1,0,2,42,1,114,115,9,623,44,323,115,623
PIERCEST JOHNS/BLACKSHEAR,19,0,15,1,3,31,0,152,0,0,2,17,0,0,86,0,218,77,8,905,35,509,77,905
PIERCESUNSET/SWEAT,2,0,0,0,0,6,0,34,0,0,0,1,0,0,16,0,49,4,1,189,2,106,4,189
PIKECONCORD,65,0,15,0,2,48,0,107,0,0,1,11,0,0,75,0,186,183,13,690,80,430,183,690
PIKEHOLLONVILLE,36,0,15,0,3,58,1,174,1,0,2,11,0,1,97,0,240,97,20,1001,51,588,97,1001
PIKELIFSEY SPRINGS,34,0,13,0,3,33,1,86,0,0,0,8,0,2,58,0,197,88,15,635,47,388,88,635
PIKEMEANSVILLE,27,1,17,0,4,52,0,129,1,0,0,10,0,3,47,0,208,90,10,766,45,454,90,766
PIKEMOLENA,60,1,26,0,3,41,0,107,1,0,0,16,0,1,68,0,232,176,24,770,87,469,176,770
PIKENAN,418,5,188,1,26,451,3,1196,4,0,8,102,0,12,678,0,1933,1240,163,7278,612,4413,1240,7278
PIKESECOND DISTRICT,47,1,33,1,8,90,0,271,1,0,2,20,0,2,162,0,383,178,28,1483,82,939,178,1483
PIKEWILLIAMSON,27,0,27,0,3,74,0,157,0,0,0,11,0,1,99,0,206,118,19,917,54,551,118,917
PIKEZEBULON,122,2,42,0,0,55,1,165,0,0,3,15,0,2,72,0,281,310,34,1016,166,594,310,1016
POLKARAGON,84,4,32,2,4,50,1,162,0,0,2,19,0,0,92,1,464,262,34,1493,122,795,262,1493
POLKBLOOMING GROVE,60,1,38,1,2,23,0,72,0,1,1,10,0,0,67,0,244,162,20,790,100,420,162,790
POLKCEDARTOWN,337,0,117,5,8,81,4,217,1,0,6,61,1,3,274,1,692,1053,81,2319,459,1349,1053,2319
POLKFISH CREEK,70,2,44,3,5,51,0,137,0,0,5,27,0,1,91,0,424,241,26,1338,119,741,241,1338
POLKLAKE CREEK,82,1,56,2,3,54,0,157,0,0,3,27,0,1,133,0,472,248,41,1564,141,850,248,1564
POLKNAN,944,13,403,17,33,391,7,1092,2,2,25,177,1,9,944,4,3363,2867,289,11014,1377,6050,2867,11014
POLKROCKMART,257,5,91,4,9,91,1,249,0,1,5,21,0,2,215,2,756,772,63,2506,357,1352,772,2506
POLKYOUNGS GROVE,54,0,25,0,2,41,1,98,1,0,3,12,0,2,72,0,311,129,24,1004,79,543,129,1004
PULASKICOURTHOUSE ANNEX,376,1,60,0,13,92,4,237,0,0,8,47,0,1,262,0,675,1104,58,2437,437,1339,1104,2437
PULASKINAN,376,1,60,0,13,92,4,237,0,0,8,47,0,1,262,0,675,1104,58,2437,437,1339,1104,2437
PUTNAM101.0,295,2,57,1,1,28,0,118,1,0,1,15,0,1,98,0,326,864,32,998,355,589,864,998
PUTNAM104.0,319,1,40,1,2,50,0,99,0,1,2,5,0,1,90,2,316,1004,24,998,361,568,1004,998
PUTNAM105.0,106,0,38,1,8,54,1,226,2,0,7,92,1,0,366,1,528,376,42,1918,145,1286,376,1918
PUTNAM106.0,28,0,6,0,2,35,0,76,1,0,1,11,0,1,68,1,211,105,16,653,34,407,105,653
PUTNAM107.0,123,2,65,1,8,79,0,227,0,0,1,38,0,2,227,0,602,409,56,1977,191,1184,409,1977
PUTNAMNAN,871,5,206,4,21,246,1,746,4,1,12,161,1,5,849,4,1983,2758,170,6544,1086,4034,2758,6544
QUITMANGEORGETOWN,169,1,14,3,5,23,0,36,0,0,1,11,0,0,41,0,157,426,7,525,187,274,426,525
QUITMANMORRIS,24,0,1,0,2,1,0,5,0,0,0,1,0,0,4,0,17,35,1,50,25,30,35,50
QUITMANNAN,193,1,15,3,7,24,0,41,0,0,1,12,0,0,45,0,174,461,8,575,212,304,461,575
RABUNNAN,398,7,326,4,33,277,9,716,6,0,15,210,0,7,771,0,1732,1444,219,6287,735,3776,1444,6287
RABUNRABUN,398,7,326,4,33,277,9,716,6,0,15,210,0,7,771,0,1732,1444,219,6287,735,3776,1444,6287
RANDOLPH4TH DISTRICT,2,0,0,0,0,4,0,4,0,0,1,0,0,0,1,1,26,12,0,74,2,37,12,74
RANDOLPHBENEVOLENCE,41,3,9,1,4,5,0,15,0,0,0,1,1,0,9,0,50,84,2,171,54,85,84,171
RANDOLPHCARNEGIE,13,0,7,0,3,9,0,23,0,0,0,3,0,0,10,0,94,30,7,206,20,142,30,206
RANDOLPHCOLEMAN,27,0,2,1,0,0,0,17,0,0,0,1,0,0,2,0,34,62,3,89,30,54,62,89
RANDOLPHCUTHBERT,96,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,238,2,5,101,1,238,5
RANDOLPHCUTHBERT/COURTHOUSE,342,0,42,1,4,24,0,32,0,0,0,4,0,1,29,0,118,734,12,426,385,212,734,426
RANDOLPHNAN,693,5,71,5,15,50,0,124,0,1,1,16,1,1,79,1,412,1598,28,1271,774,701,1598,1271
RANDOLPHSHELLMAN,108,0,4,0,3,4,0,17,0,0,0,6,0,0,13,0,60,314,2,175,112,103,314,175
RANDOLPHSPRINGVALE,56,1,1,2,1,2,0,6,0,1,0,0,0,0,10,0,15,112,0,55,60,35,112,55
RICHMOND101,68,0,44,1,0,13,0,54,0,0,1,16,0,0,48,0,61,262,26,253,113,193,262,253
RICHMOND102,127,0,51,1,1,4,0,21,0,0,0,4,0,0,17,0,52,520,22,189,179,99,520,189
RICHMOND103,237,0,40,0,0,2,0,0,0,0,0,0,0,0,1,0,2,735,5,16,277,5,735,16
RICHMOND104,525,1,72,0,1,7,0,9,0,0,0,3,0,0,9,0,24,1444,19,93,598,53,1444,93
RICHMOND105,136,0,9,1,0,0,0,2,0,0,0,0,0,0,1,0,0,384,4,12,146,3,384,12
RICHMOND106,81,1,18,0,1,4,0,13,0,0,0,0,0,0,10,0,31,332,6,118,100,59,332,118
RICHMOND107,190,0,62,1,3,20,0,99,0,0,2,23,0,0,120,0,127,534,32,561,253,394,534,561
RICHMOND108,106,2,15,0,1,4,0,3,0,0,0,0,0,0,3,0,4,282,9,28,123,15,282,28
RICHMOND109,149,2,49,1,0,6,0,23,0,0,0,3,0,0,30,0,16,442,31,105,201,78,442,105
RICHMOND111,175,1,70,0,0,9,0,18,0,0,0,6,0,1,15,0,28,614,28,126,246,77,614,126
RICHMOND112,56,1,22,0,3,6,0,28,0,0,0,4,0,0,14,0,30,268,21,176,79,85,268,176
RICHMOND114,139,0,19,0,0,2,0,5,0,0,0,0,0,0,2,0,12,406,3,48,158,21,406,48
RICHMOND115,38,1,9,1,0,2,0,18,0,0,0,0,0,0,4,0,21,101,4,99,49,45,101,99
RICHMOND201,269,0,13,0,1,1,0,1,0,0,0,1,0,0,0,0,4,721,4,22,282,8,721,22
RICHMOND202,460,0,86,2,2,17,0,128,0,1,0,3,0,0,50,2,169,1556,49,685,548,372,1556,685
RICHMOND203,201,1,13,1,0,1,0,0,0,0,0,0,0,1,2,1,4,551,1,10,216,9,551,10
RICHMOND204,93,0,89,1,1,22,1,85,0,0,1,18,0,0,72,0,104,432,40,453,183,304,432,453
RICHMOND207,272,1,34,1,0,1,0,3,0,0,0,0,0,0,1,0,2,755,4,16,308,7,755,16
RICHMOND208,330,2,65,0,1,12,1,26,0,0,0,2,0,0,26,0,59,1134,28,229,397,127,1134,229
RICHMOND209,135,3,16,0,0,3,0,12,0,0,1,0,0,0,5,0,34,426,5,135,154,55,426,135
RICHMOND210,305,1,51,1,0,6,0,17,0,0,0,1,0,0,14,0,21,819,15,111,358,59,819,111
RICHMOND301,156,2,94,0,4,77,1,219,0,1,0,72,0,0,285,0,268,553,75,1157,252,927,553,1157
RICHMOND302,80,0,19,1,0,10,0,19,0,1,0,9,0,0,26,0,29,400,12,130,100,94,400,130
RICHMOND303,68,0,39,0,3,37,0,117,0,0,0,43,0,3,193,0,158,273,37,725,107,554,273,725
RICHMOND304,26,0,15,0,0,7,0,29,0,0,0,8,0,0,41,0,42,100,14,165,41,127,100,165
RICHMOND305,33,0,5,0,1,17,0,51,0,0,0,23,1,0,79,0,53,64,10,267,38,225,64,267
RICHMOND306,392,0,122,0,3,48,1,147,0,0,1,24,0,2,97,0,166,1275,69,861,514,489,1275,861
RICHMOND307,119,0,61,0,4,36,0,101,0,0,0,40,0,0,172,0,151,392,31,655,180,504,392,655
RICHMOND308,45,0,18,0,1,10,0,28,0,0,0,4,0,0,15,0,31,181,10,153,63,89,181,153
RICHMOND309,517,1,83,0,0,10,0,22,0,0,0,7,0,0,30,0,42,1469,33,212,601,111,1469,212
RICHMOND310,663,0,115,0,1,30,0,83,0,0,0,7,0,1,50,0,111,1848,67,580,778,283,1848,580
RICHMOND401,454,1,75,1,1,2,0,8,0,0,0,2,0,0,7,0,8,1234,15,67,531,28,1234,67
RICHMOND402,457,1,73,0,1,6,0,12,0,0,0,2,0,1,9,0,17,1385,33,147,531,48,1385,147
RICHMOND404,322,1,44,0,1,9,0,20,0,0,0,1,0,1,14,0,28,910,21,118,367,74,910,118
RICHMOND405,934,2,123,1,2,12,1,35,0,0,0,2,0,0,16,0,36,2270,39,204,1060,104,2270,204
RICHMOND406,732,1,98,1,0,7,0,36,0,0,0,2,0,0,25,0,22,1719,32,170,832,92,1719,170
RICHMOND501,602,0,66,1,2,13,1,31,0,0,1,4,0,1,14,0,40,1626,22,224,669,107,1626,224
RICHMOND502,765,2,126,2,1,8,0,31,0,0,1,2,0,0,12,0,36,2119,34,171,895,91,2119,171
RICHMOND503,709,2,94,2,2,17,0,55,0,0,0,1,0,1,18,0,88,1856,31,340,807,182,1856,340
RICHMOND504,212,1,38,0,3,10,0,51,0,0,0,4,1,1,31,0,81,706,23,309,251,182,706,309
RICHMOND506,41,1,9,0,0,2,0,15,0,0,0,0,0,0,8,0,16,136,0,69,51,41,136,69
RICHMOND507,90,0,23,0,0,9,0,17,2,0,0,4,0,0,7,0,25,318,25,136,113,64,318,136
RICHMOND509,412,2,56,0,0,1,0,21,0,0,0,9,0,1,16,0,34,1091,19,175,470,82,1091,175
RICHMOND601,388,1,79,1,0,14,0,62,0,0,0,7,0,0,16,0,107,1259,40,478,469,206,1259,478
RICHMOND603,251,0,67,0,3,72,0,268,2,0,1,12,0,2,151,1,215,883,46,1050,318,727,883,1050
RICHMOND604,197,1,45,1,0,10,0,46,0,0,0,2,0,0,26,0,54,643,27,282,244,138,643,282
RICHMOND605,227,0,45,0,0,9,0,45,0,0,0,3,0,0,23,0,62,1268,43,724,272,142,1268,724
RICHMOND607,426,0,55,0,2,5,1,11,0,0,0,0,0,0,10,0,9,1045,16,48,481,38,1045,48
RICHMOND608,88,0,26,0,2,18,0,84,0,0,0,10,0,0,52,0,149,280,25,542,114,315,280,542
RICHMOND701,157,1,81,0,1,51,0,225,0,0,0,52,0,2,198,0,233,566,63,1049,239,762,566,1049
RICHMOND702,97,0,97,0,1,36,1,155,0,0,1,18,0,2,111,0,213,406,54,798,194,538,406,798
RICHMOND703,299,2,188,1,2,43,0,209,0,1,1,17,0,2,188,2,236,1321,115,1160,490,701,1321,1160
RICHMOND705,148,0,70,1,6,45,0,178,0,0,0,45,0,2,188,0,212,624,50,909,219,676,624,909
RICHMOND706,210,1,100,1,8,66,1,262,0,0,1,56,0,2,264,0,275,737,78,1402,312,935,737,1402
RICHMOND707,148,0,88,0,1,28,0,84,0,0,0,15,0,0,75,0,94,634,44,490,236,297,634,490
RICHMOND708,14,0,9,0,0,5,0,37,0,0,0,4,0,0,13,0,35,49,9,150,23,94,49,150
RICHMOND709,51,0,28,0,0,13,0,34,0,0,0,2,0,1,18,0,42,160,12,169,79,110,160,169
RICHMOND801,25,1,9,0,0,7,0,37,0,0,0,4,0,0,11,0,64,94,4,198,35,123,94,198
RICHMOND801B,27,0,16,0,2,11,0,33,0,0,1,1,1,0,9,0,54,75,2,214,43,112,75,214
RICHMOND802,172,1,47,1,0,36,1,172,1,0,0,5,0,1,57,1,292,513,32,1117,221,566,513,1117
RICHMOND803,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,0,8,4,1,15,8
RICHMOND804,211,0,32,0,0,17,0,67,0,0,0,5,0,0,32,0,86,597,35,446,243,207,597,446
RICHMOND804H,298,0,48,1,1,31,0,169,0,0,2,11,0,1,65,0,250,769,25,931,347,530,769,931
RICHMOND805,79,0,16,0,0,7,0,33,0,0,0,6,0,0,12,0,32,271,7,135,95,90,271,135
RICHMOND806,83,0,27,0,3,19,0,94,0,0,0,2,0,0,27,0,103,244,11,480,110,248,244,480
RICHMOND807,178,0,40,0,0,8,0,23,0,0,0,1,0,0,12,0,58,544,20,197,218,102,544,197
RICHMOND808,209,2,61,0,0,34,0,138,1,0,1,12,0,1,61,0,197,586,28,784,272,445,586,784
RICHMOND809,209,0,26,0,0,3,2,9,0,0,0,1,0,0,3,0,3,508,9,30,235,21,508,30
RICHMOND810,28,1,7,0,0,12,0,34,0,0,0,1,0,0,12,0,44,80,8,150,36,103,80,150
RICHMONDNAN,16315,46,3586,28,78,1137,12,4299,6,4,17,653,3,30,3269,7,5550,48814,1811,24461,19975,15065,48814,24461
ROCKDALEBARKSDALE,572,1,163,1,6,51,0,247,4,0,1,34,1,0,242,0,394,1659,95,1396,737,980,1659,1396
ROCKDALEBETHEL,105,0,37,0,2,31,0,136,0,0,0,15,0,0,82,0,186,278,17,668,142,452,278,668
ROCKDALECONYERS,390,3,103,1,1,15,0,79,1,0,0,17,0,1,64,0,125,1269,40,439,497,303,1269,439
ROCKDALEFIELDSTONE,663,1,175,2,4,20,0,68,1,0,1,18,0,0,66,1,96,2022,56,390,841,275,2022,390
ROCKDALEFLAT SHOALS,630,1,164,0,9,24,0,106,0,1,1,25,0,1,112,0,164,1739,45,641,795,443,1739,641
ROCKDALEHIGHTOWER,406,1,113,0,0,27,0,148,0,0,0,13,0,0,93,0,212,1176,42,799,520,493,1176,799
ROCKDALEHONEY CREEK,196,0,82,0,3,29,2,141,0,0,1,25,0,1,178,0,228,625,49,883,278,608,625,883
ROCKDALELORRAINE,548,1,142,0,3,36,0,224,0,1,1,29,0,1,170,1,362,1354,61,1239,691,828,1354,1239
ROCKDALEMAGNET,257,0,89,0,3,31,1,179,1,0,2,23,0,2,185,0,305,776,55,1038,346,732,776,1038
ROCKDALEMILSTEAD,462,1,127,0,5,27,1,102,0,0,0,17,0,0,59,0,122,1530,49,526,590,333,1530,526
ROCKDALENAN,7973,12,2234,11,58,494,10,2338,9,3,16,366,2,8,2140,4,3799,23255,923,13478,10230,9247,23255,13478
ROCKDALEOLDE TOWNE,731,1,166,1,3,12,0,74,0,0,2,11,0,1,79,0,116,2424,69,513,899,298,2424,513
ROCKDALEROCKDALE,617,0,164,1,1,41,2,130,0,0,1,28,0,0,118,1,300,1713,53,867,782,622,1713,867
ROCKDALESALEM,489,0,157,0,2,23,0,100,1,0,1,13,0,1,90,1,213,1521,57,674,646,445,1521,674
ROCKDALESHEFFIELD,171,1,62,0,3,29,1,168,0,0,2,19,0,0,89,0,286,483,48,874,234,597,483,874
ROCKDALESMYRNA,707,0,167,3,4,39,2,124,1,0,1,33,0,0,169,0,211,1834,54,821,877,584,1834,821
ROCKDALEST. PIUS,446,0,107,0,1,12,0,56,0,1,1,12,0,0,84,0,95,1165,31,372,553,262,1165,372
ROCKDALESTANTON,328,0,139,1,3,31,1,202,0,0,0,23,0,0,192,0,272,1017,59,1012,468,724,1017,1012
ROCKDALETHE LAKES,255,1,77,1,5,16,0,54,0,0,1,11,1,0,68,0,112,670,43,326,334,268,670,326
SCHLEYNAN,147,3,25,1,7,74,1,223,0,1,3,23,0,0,110,0,331,401,36,1472,176,773,401,1472
SCHLEYPRECINCT ONE,147,3,25,1,7,74,1,223,0,1,3,23,0,0,110,0,331,401,36,1472,176,773,401,1472
SCREVENBAY BRANCH,30,1,14,0,2,19,0,45,0,1,0,14,0,0,42,0,115,75,7,470,45,238,75,470
SCREVENGREENHILL CHURCH,41,0,12,2,1,15,0,45,0,0,0,12,0,0,23,0,112,121,15,423,55,208,121,423
SCREVENHILTONIA,84,1,18,0,0,15,0,35,0,1,0,2,0,0,25,1,82,265,6,295,103,161,265,295
SCREVENHUNTERS,29,1,9,0,1,13,0,21,0,0,0,9,0,0,11,0,44,98,4,194,39,99,98,194
SCREVENJACKSON FIRE STATION,16,0,8,0,0,19,0,11,0,0,0,5,0,0,15,0,47,53,7,168,24,97,53,168
SCREVENJENK HILL FIRE STA,129,2,22,1,2,18,0,48,0,1,0,4,0,0,31,0,61,366,14,324,154,165,366,324
SCREVENNAN,773,10,168,4,18,144,2,382,0,3,1,71,0,0,327,1,802,2300,94,3305,955,1751,2300,3305
SCREVENNEWINGTON,84,1,15,0,1,5,0,56,0,0,0,3,0,0,28,0,115,233,3,384,100,208,233,384
SCREVENROCKY FORD,44,0,8,0,1,10,0,37,0,0,0,9,0,0,40,0,45,95,9,233,52,142,95,233
SCREVENSCREVEN REC DEPT,51,0,13,1,1,1,0,4,0,0,0,0,0,0,13,0,19,134,2,111,65,38,134,111
SCREVENSR CITIZENS CENTER,123,2,20,0,2,10,0,24,0,0,0,4,0,0,35,0,54,434,13,247,145,129,434,247
SCREVENSYLVANIA,97,2,27,0,7,17,2,50,0,0,1,8,0,0,60,0,96,318,12,413,126,241,318,413
SEMINOLENAN,475,5,81,1,11,79,1,264,1,0,3,36,1,4,248,2,758,1189,48,2345,562,1408,1189,2345
SEMINOLEPRECINCT 1,98,1,11,0,6,34,0,82,0,0,0,12,0,0,78,1,158,229,11,573,110,371,229,573
SEMINOLEPRECINCT 2,92,2,14,0,1,10,0,48,0,0,1,7,0,1,50,1,164,232,10,490,108,283,232,490
SEMINOLEPRECINCT 3,198,2,16,1,0,2,0,6,0,0,0,1,0,0,11,0,21,501,5,92,217,41,501,92
SEMINOLEPRECINCT 4,64,0,20,0,2,12,1,68,1,0,1,8,0,2,54,0,203,144,10,565,84,352,144,565
SEMINOLEPRECINCT 5,23,0,20,0,2,21,0,60,0,0,1,8,1,1,55,0,212,83,12,625,43,361,83,625
SPALDINGAMBUCS,130,0,34,1,2,23,0,122,1,1,0,13,0,0,50,0,181,347,16,672,165,393,347,672
SPALDINGBLALOCK,6,0,16,0,3,11,0,68,0,0,1,4,0,0,32,0,100,44,12,368,22,219,44,368
SPALDINGBOY SCOUTS HDQTRS,74,0,37,0,4,63,0,155,1,0,1,24,0,1,113,1,235,267,25,867,111,598,267,867
SPALDINGCABIN,55,0,29,2,2,47,0,161,0,0,3,7,0,1,61,0,266,151,25,927,86,548,151,927
SPALDINGCARVER,164,0,27,0,1,48,0,116,0,0,2,7,0,1,86,1,191,380,27,796,191,453,380,796
SPALDINGCITY PARK,265,0,32,0,1,10,0,24,0,0,0,2,0,0,13,0,66,839,15,221,297,116,839,221
SPALDINGCOMMUNITY,300,1,27,0,0,5,0,19,1,0,1,0,0,0,12,0,22,759,16,123,328,60,759,123
SPALDINGCOUNTY LINE,46,4,34,1,4,46,0,225,2,0,0,16,0,2,140,0,384,171,41,1261,85,819,171,1261
SPALDINGFAIRMONT,284,1,24,0,1,6,0,9,0,0,0,3,0,0,7,0,16,855,11,72,309,42,855,72
SPALDINGFIRST ASSEMBLY,142,1,57,0,3,62,1,208,1,0,2,21,0,2,133,0,337,405,39,1248,200,770,405,1248
SPALDINGFIRST METHODIST,57,2,46,0,8,60,0,142,1,0,1,37,0,3,167,1,211,227,42,883,105,631,227,883
SPALDINGFIRST PRESBYTERIA,148,0,48,0,2,58,1,140,0,1,1,35,0,2,151,0,245,425,33,998,196,636,425,998
SPALDINGGARY REID,309,1,44,1,1,21,1,92,0,1,0,5,0,1,58,1,155,837,27,611,355,336,837,611
SPALDINGLIBERTY,55,1,36,1,2,41,0,106,0,0,0,11,0,1,65,2,210,177,18,766,93,438,177,766
SPALDINGNAN,3132,18,820,13,66,774,9,2436,11,3,20,422,0,21,1938,7,4257,9357,597,15646,3983,9964,9357,15646
SPALDINGROBERTS,74,1,38,1,3,59,2,157,0,0,2,13,0,1,91,0,334,219,20,1085,114,662,219,1085
SPALDINGSECOND BAPTISH CH,245,3,23,1,0,4,0,13,0,0,0,0,0,0,9,0,20,741,8,101,272,46,741,101
SPALDINGSUNNYSIDE METHODI,82,0,36,1,3,32,0,140,0,0,1,20,0,0,42,0,210,235,33,722,119,448,235,722
SPALDINGTHIRD WARD,30,0,39,0,5,38,0,94,0,0,2,33,0,2,132,0,184,180,38,634,69,490,180,634
STEPHENSNAN,460,10,284,4,75,373,8,885,4,3,9,157,0,6,921,1,1730,1837,243,7686,758,4172,1837,7686
STEPHENSSENIOR CENTER,460,10,284,4,75,373,8,885,4,3,9,157,0,6,921,1,1730,1837,243,7686,758,4172,1837,7686
STEWARTLOUVALE,53,0,2,0,0,1,0,11,0,0,0,0,0,0,4,0,17,124,3,79,55,33,124,79
STEWARTLUMPKIN,185,0,19,0,1,9,0,38,0,0,1,4,0,0,17,0,71,470,15,304,204,141,470,304
STEWARTNAN,460,1,46,4,2,22,1,85,0,0,2,14,1,4,37,0,213,1222,28,805,511,381,1222,805
STEWARTOMAHA,38,1,6,1,0,3,0,0,0,0,0,0,0,0,2,0,23,79,3,75,46,28,79,75
STEWARTRICHLAND,184,0,19,3,1,9,1,36,0,0,1,10,1,4,14,0,102,549,7,347,206,179,549,347
SUMTERAG CENTER,193,1,33,0,4,43,0,86,0,0,1,17,0,1,60,0,198,497,15,784,227,410,497,784
SUMTERAIRPORT,208,0,28,0,0,27,0,112,0,0,1,19,0,0,97,0,146,501,25,674,236,402,501,674
SUMTERANDERSONVILLE,28,0,7,0,0,16,0,29,0,0,1,2,0,0,14,0,62,71,2,218,35,124,71,218
SUMTERCHAMBLISS,89,0,13,0,2,18,0,55,0,0,0,9,0,0,46,0,128,218,8,438,102,258,218,438
SUMTERCONCORD,15,0,7,0,1,11,0,46,0,0,0,0,0,0,15,0,61,35,4,226,22,134,35,226
SUMTERGSW CONF CENTER,196,1,127,1,5,60,0,106,1,0,1,36,1,1,142,0,227,774,45,1051,325,580,774,1051
SUMTERLESLIE,178,0,18,1,1,13,1,95,1,0,2,10,0,1,59,1,222,394,21,680,197,406,394,680
SUMTERNAN,1960,9,404,6,17,235,3,690,3,2,10,115,1,4,548,1,1381,5520,178,5276,2379,3010,5520,5276
SUMTERPLAINS,137,3,32,2,1,20,0,39,0,0,1,2,0,0,30,0,122,339,11,349,174,215,339,349
SUMTERREC DEPT,439,2,59,1,0,8,0,45,1,2,0,7,0,0,33,0,62,1276,17,254,501,158,1276,254
SUMTERREES PARK,410,1,64,1,1,13,2,45,0,0,2,10,0,0,37,0,98,1216,25,376,476,208,1216,376
SUMTERTHOMSON,67,1,16,0,2,6,0,32,0,0,1,3,0,1,15,0,55,199,5,226,84,115,199,226
TALBOTBOX SPRINGS,48,0,8,0,0,4,0,33,0,0,0,3,0,4,4,0,51,121,6,166,56,99,121,166
TALBOTFLINT HILL,236,0,25,0,1,17,0,41,0,0,0,8,0,0,24,0,72,464,15,275,261,163,464,275
TALBOTGENEVA,79,0,21,1,0,11,0,20,0,0,0,1,0,0,8,0,33,215,3,129,101,73,215,129
TALBOTJUNCTION CITY,91,0,9,0,0,1,0,12,0,0,0,0,0,0,5,0,35,207,7,106,100,53,207,106
TALBOTNAN,852,2,120,9,2,54,0,162,0,0,1,24,0,4,73,0,368,2002,46,1196,983,688,2002,1196
TALBOTONEAL,101,0,13,1,0,7,0,25,0,0,0,6,0,0,10,0,43,230,3,171,115,91,230,171
TALBOTTALBOTTON,173,2,22,3,0,3,0,6,0,0,1,4,0,0,5,0,39,488,6,106,200,58,488,106
TALBOTVALLEY,124,0,22,4,1,11,0,25,0,0,0,2,0,0,17,0,95,277,6,243,150,151,277,243
