precinct,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_O'MALLEY,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CHRISTIE,pri_rep_CRUZ,pri_rep_FIORINA,pri_rep_GRAHAM,pri_rep_HUCKABEE,pri_rep_KASICH,pri_rep_PAUL,pri_rep_RUBIO,pri_rep_SANTORUM,pri_rep_TRUMP,gen_total,rep_pri_total,dem_pri_total
Mobile-ST PHILLIP NERI CATHOLIC #1,154,3,20,797,34,0,0,15,1,11,0,61,0,0,0,17,2,49,0,172,974,313,49
Mobile-ST PHILLIP NERI CATHOLIC #2,128,6,14,610,59,1,0,24,5,31,2,110,0,0,3,27,2,103,0,371,758,654,84
Mobile-SUNLIGHT AUDITORIUM #1,859,3,9,14,520,0,1,33,0,2,0,1,0,0,0,0,0,1,0,1,885,5,554
Mobile-SUNLIGHT AUDITORIUM #2,444,0,2,7,178,0,0,16,0,2,0,1,0,0,0,0,0,0,0,0,453,3,194
Mobile-TANNER WILLIAMS HISTORICAL #1,31,0,4,437,1,0,0,3,0,22,0,44,0,0,0,6,0,30,0,80,472,182,4
Mobile-TANNER WILLIAMS HISTORICAL #2,27,1,7,397,12,0,1,15,1,33,1,132,0,0,1,12,1,63,0,175,432,419,28
Mobile-THE MUG CAFE #1,477,4,28,439,165,0,1,46,1,22,0,39,0,0,0,17,1,81,1,163,948,325,212
Mobile-THE MUG CAFE #2,373,8,17,320,154,0,1,46,1,19,1,39,0,0,2,14,1,65,1,140,718,283,201
Mobile-THE RIVER #1,116,6,10,641,44,0,0,21,2,40,1,103,0,1,0,6,0,48,0,178,773,379,65
Mobile-THE RIVER #2,154,3,16,927,54,1,0,28,2,40,1,145,1,0,2,13,0,86,0,277,1100,567,83
Mobile-THOMAS SULLIVAN COMM CTR #1,280,0,0,0,162,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,280,1,176
Mobile-THOMAS SULLIVAN COMM CTR #2,288,3,1,1,152,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,293,0,169
Mobile-THREE CIRCLE CH MIDTOWN #1,701,9,31,395,271,1,0,55,1,14,0,51,1,0,1,17,3,65,0,125,1136,278,327
Mobile-THREE CIRCLE CH MIDTOWN #2,522,7,21,319,200,0,1,51,1,20,0,53,0,1,0,17,1,73,0,138,869,304,252
Mobile-TILLMANS CORNER COMM CTR #1,254,7,44,1002,61,0,0,41,5,43,0,122,1,0,1,20,1,70,0,337,1307,600,102
Mobile-TILLMANS CORNER COMM CTR #2,193,5,26,877,58,0,0,33,4,41,1,122,1,0,2,8,0,70,0,354,1101,603,91
Mobile-TOULMINVILLE LIBRARY #1,809,4,4,9,433,1,2,22,0,2,0,0,0,0,0,0,0,1,0,3,826,6,458
Mobile-TOULMINVILLE LIBRARY #2,654,5,0,11,416,0,1,26,0,1,0,3,0,0,0,1,0,0,0,4,670,9,443
Mobile-TRAVIS RD BAP CH #1,225,10,23,779,89,1,0,33,0,38,0,154,1,0,1,26,1,124,0,309,1037,654,123
Mobile-TRAVIS RD BAP CH #2,231,1,22,860,62,0,0,28,4,27,3,96,0,0,0,13,0,86,0,222,1114,451,90
Mobile-TURNERVILLE COMM CTR #1,110,1,7,1004,55,0,1,28,4,87,2,264,0,0,0,26,0,137,1,461,1122,982,84
Mobile-TURNERVILLE COMM CTR #2,121,1,13,1104,20,0,0,4,0,17,0,63,0,0,0,1,1,36,0,142,1239,260,24
Mobile-UNION BAP CH #1,121,3,25,1016,37,0,0,11,2,33,0,100,1,0,1,9,1,70,0,185,1165,402,48
Mobile-UNION BAP CH #2,120,4,22,843,52,0,1,18,1,53,0,179,0,0,3,23,4,110,0,297,989,670,71
Mobile-UNIVERSITY CH CHRIST #1,598,6,14,280,316,0,0,51,1,29,0,71,0,0,0,12,0,50,0,93,898,256,367
Mobile-UNIVERSITY CH CHRIST #2,722,9,12,264,228,0,0,49,0,17,0,50,0,0,1,10,0,38,1,92,1007,209,277
Mobile-VIA SR CTR #1,364,11,64,487,153,1,0,130,10,45,0,98,0,0,0,85,7,216,0,239,926,700,284
Mobile-VIA SR CTR #2,520,18,97,654,82,0,0,77,1,33,0,44,1,1,0,40,1,142,0,119,1289,382,159
Mobile-VIGOR HIGH SCH #1,801,3,3,9,467,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,816,1,498
Mobile-VIGOR HIGH SCH #2,646,2,6,13,200,0,0,22,0,0,0,0,0,0,0,0,0,0,0,2,667,2,222
Mobile-WESTMINSTER PRESBYTERIAN #1,282,6,15,264,102,0,0,25,1,15,0,35,0,0,1,17,1,77,1,90,567,238,127
Mobile-WESTMINSTER PRESBYTERIAN #2,339,6,18,333,95,0,0,28,1,18,1,52,0,0,0,19,0,73,0,102,696,266,123
Monroe-ABSENTEE,189,0,4,163,81,0,0,2,0,4,0,10,0,0,0,5,0,8,0,24,356,51,83
Monroe-ANTIOCH BAP CH 3,92,0,1,32,57,1,0,3,0,2,0,1,0,0,0,0,1,3,1,15,125,23,61
Monroe-BEATRICE TOWN HALL,345,1,2,78,249,0,0,9,1,5,0,10,0,0,1,5,0,8,1,24,426,55,258
Monroe-BETHEL BAP CH,418,1,0,2,273,1,0,14,0,0,0,0,0,0,0,0,0,0,0,1,421,1,288
Monroe-BUENA VISTA VREN FD,164,0,1,45,117,0,1,4,0,2,0,9,0,0,0,0,0,1,0,15,210,27,122
Monroe-BURNT CORN FIRE DEPT,99,0,2,48,66,0,0,2,0,1,0,3,0,0,0,0,0,2,0,17,149,23,68
Monroe-CHRYSLER/ELISKA,66,1,0,146,44,0,0,7,1,4,0,20,0,0,1,1,0,11,0,49,213,87,51
Monroe-COLEMAN ASSEM GOD,5,0,1,143,2,0,0,0,0,7,0,11,0,0,1,2,0,13,0,55,149,89,2
Monroe-EXCEL ASSEM,156,5,11,1132,56,0,0,21,4,57,0,118,0,0,3,8,1,103,1,373,1304,668,77
Monroe-FRANKLIN FIRE STN,43,0,0,136,20,0,1,2,0,3,0,31,0,0,0,4,0,8,0,44,179,90,23
Monroe-FRISCO BAP CH,334,1,9,324,162,1,1,14,0,15,0,27,0,0,2,9,1,39,1,123,668,217,178
Monroe-GOODWAY FIRE DEPT,20,0,2,265,10,0,0,1,1,17,0,26,0,0,4,7,1,21,0,107,287,184,11
Monroe-LIMESTONE FAULK,35,0,2,58,22,0,0,3,0,3,0,10,0,0,0,1,0,5,0,21,95,40,25
Monroe-LOWER PEACH TREE,231,0,0,2,179,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,233,0,180
Monroe-MEGARGEL ASSEM GOD,2,0,1,92,2,0,0,1,0,5,0,9,0,0,0,3,0,8,0,37,95,62,3
Monroe-MEXIA FIRE STN,150,1,5,530,82,0,0,11,3,41,0,64,0,0,2,9,0,44,0,168,686,331,93
Monroe-MINEOLA METH CH,9,0,0,97,0,0,0,2,0,11,0,15,0,0,0,0,0,6,1,30,106,63,2
Monroe-MOCKINGBIRD INN,91,0,4,197,34,0,0,6,1,12,0,24,0,0,0,2,0,15,0,78,292,132,40
Monroe-MONROEVILLE ARMORY,545,2,18,736,255,1,1,29,1,62,0,67,0,0,1,21,0,158,0,250,1301,560,286
Monroe-MONROEVILLE FIRE STN,160,0,10,285,76,0,0,5,0,32,1,28,0,0,1,7,1,44,0,96,455,210,81
Monroe-MONROEVILLE HS AUTH,418,1,3,240,215,0,0,23,4,28,0,33,0,0,1,11,1,28,0,62,662,168,238
Monroe-OAK GROVE BAP CH,19,0,2,128,11,0,0,4,1,5,0,12,0,0,2,1,0,5,0,56,149,82,15
Monroe-OLD TEXAS COMM CTR SIMPK,2,0,0,26,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,13,28,22,0
Monroe-PERDUE HILL MASONIC LODGE,147,1,1,137,82,1,0,14,0,7,0,18,0,1,1,1,0,10,0,52,286,90,97
