precinct,pri_dem_CLINTON,pri_dem_FUENTE,pri_dem_SANDERS,pri_rep_BUSH,pri_rep_CARSON,pri_rep_CRUZ,pri_rep_KASICH,pri_rep_RUBIO,pri_rep_TRUMP,gen_con_CASTLE,gen_dem_CLINTON,gen_grn_STEIN,gen_lib_JOHNSON,gen_rep_TRUMP,dem_primary_total,rep_primary_total,dem_general_total,rep_general_total
63ROBINSON3,58,1,37,0,0,19,14,0,61,4,138,3,8,191,96,94,138,191
63ROSCOE,86,7,68,0,0,12,6,0,57,1,167,1,7,218,161,75,167,218
63SMITH1,91,2,54,1,0,7,5,0,54,3,156,3,10,215,147,67,156,215
63SMITH2,64,3,69,0,0,9,14,1,40,1,133,3,8,233,136,64,133,233
63SMITH3,49,0,26,0,0,9,7,0,38,0,92,1,9,185,75,54,92,185
63SMITH4,43,2,43,0,1,5,6,0,41,3,81,1,2,141,88,53,81,141
63SMITH5,45,1,40,0,0,7,2,0,29,1,95,1,6,137,86,38,95,137
63SMITH6,73,2,37,0,0,16,1,0,26,2,102,2,5,169,112,43,102,169
63SMITH7,43,1,34,0,0,7,4,1,20,0,75,2,3,116,78,32,75,116
63SOMERSET1,102,2,84,2,1,47,19,0,108,3,215,6,19,450,188,177,215,450
63SOMERSET2,98,4,90,0,2,55,26,0,138,5,211,5,20,484,192,221,211,484
63SOUTHFRANKLIN1,79,3,61,0,1,56,18,1,114,4,157,4,27,456,143,190,157,456
63SOUTHFRANKLIN2,119,4,97,2,2,83,35,1,192,1,233,7,21,714,220,315,233,714
63SOUTHSTRABANE1,140,4,85,1,2,62,68,1,200,3,306,6,21,655,229,334,306,655
63SOUTHSTRABANE2,241,6,154,2,5,86,104,6,292,4,655,4,32,983,401,495,655,983
63SOUTHSTRABANE3,108,5,98,1,4,69,55,1,161,1,291,6,30,612,211,291,291,612
63SOUTHSTRABANE4,116,5,83,2,2,57,44,2,112,3,282,3,15,428,204,219,282,428
63SOUTHSTRABANE5,144,1,75,0,2,55,26,1,102,1,310,9,22,430,220,186,310,430
63SPEERS,151,3,88,0,2,19,22,2,101,1,269,7,15,362,242,146,269,362
63STOCKDALE,40,3,25,0,0,2,5,1,33,3,75,1,1,148,68,41,75,148
63TWILIGHT,21,0,25,0,0,2,1,0,14,0,30,0,1,65,46,17,30,65
63UNION1,120,10,96,0,0,36,36,2,118,5,288,11,17,533,226,192,288,533
63UNION2,54,1,61,0,0,23,21,1,85,0,112,1,9,277,116,130,112,277
63UNION4,35,5,22,0,0,5,4,0,33,0,36,1,6,137,62,42,36,137
63UNION5,98,3,78,3,0,37,26,0,131,3,218,4,26,422,179,197,218,422
63UNION6,64,2,63,2,0,15,19,0,78,2,150,4,9,288,129,114,150,288
63UNION7,71,4,54,0,4,16,13,0,65,2,163,2,12,238,129,98,163,238
63WASHINGTON21,57,0,34,0,1,8,8,0,14,1,178,6,15,95,91,31,178,95
63WASHINGTON31,51,0,34,0,0,1,0,0,6,2,131,4,6,29,85,7,131,29
63WASHINGTON4,29,0,21,0,0,6,3,0,12,1,164,2,10,126,50,21,164,126
63WASHINGTON51,70,3,46,1,1,16,22,1,35,2,160,5,8,188,119,76,160,188
63WASHINGTON52,98,3,73,1,1,16,11,0,64,2,246,11,11,226,174,93,246,226
63WASHINGTON61,124,1,75,0,0,15,13,2,40,2,345,10,14,148,200,70,345,148
63WASHINGTON63,49,1,54,0,1,8,17,1,35,2,159,1,16,133,104,62,159,133
63WASHINGTON71,76,2,41,1,0,20,15,0,26,0,184,1,11,135,119,62,184,135
63WASHINGTON72,123,3,81,1,0,22,9,0,72,0,322,8,26,339,207,104,322,339
63WASHINGTON73,121,5,87,2,1,24,28,0,65,1,259,6,19,291,213,120,259,291
63WASHINGTON81,115,1,55,2,0,16,9,0,48,2,317,8,19,201,171,75,317,201
63WESTBETHLEHEM,110,6,95,2,0,36,12,1,116,5,217,4,10,405,211,167,217,405
63WESTBROWNSVILLE1,37,1,29,0,0,3,1,0,22,0,67,3,4,91,67,26,67,91
63WESTBROWNSVILLE2,62,1,39,1,1,8,3,0,31,2,101,2,8,156,102,44,101,156
63WESTFINLEY1,7,1,15,0,2,20,3,0,37,1,24,3,2,127,23,62,24,127
63WESTFINLEY2,17,1,10,1,0,21,19,1,59,3,44,4,2,173,28,101,44,173
63WESTMIDDLETOWN,6,0,9,0,0,5,3,0,10,1,20,1,3,39,15,18,20,39
63WESTPIKERUN1,82,2,78,1,1,19,19,0,76,0,170,4,21,325,162,116,170,325
63WESTPIKERUN2,81,4,43,0,0,3,5,0,47,1,147,5,6,160,128,55,147,160
64BERLIN1,37,0,44,2,1,61,20,4,204,0,137,4,9,474,81,292,137,474
64BERLIN2,33,1,35,1,2,51,41,0,219,3,122,3,11,486,69,314,122,486
64BETHANY,12,0,20,0,1,19,12,1,40,0,69,0,2,85,32,73,69,85
64BUCKINGHAM,23,1,24,0,0,16,12,1,59,1,96,1,3,169,48,88,96,169
64CANAAN,37,1,32,1,1,45,24,0,154,3,132,7,11,352,70,225,132,352
64CHERRYRIDGE,68,1,88,1,2,82,54,2,279,0,285,6,13,659,157,420,285,659
64CLINTON1,54,0,53,3,0,46,26,1,231,4,177,4,14,469,107,307,177,469
64CLINTON2,48,1,38,0,1,23,9,1,92,2,133,1,11,252,87,126,133,252
64DAMASCUS1,42,1,67,0,3,66,21,0,203,1,212,15,14,517,110,293,212,517
64DAMASCUS2,72,1,75,2,3,108,30,0,245,4,300,10,29,724,148,388,300,724
64DREHER,47,1,54,0,1,34,18,0,165,4,182,9,10,421,102,218,182,421
64DYBERRY,58,0,71,2,1,61,49,4,223,6,235,10,12,485,129,340,235,485
64HAWLEY,61,1,66,0,0,34,18,1,98,3,214,12,10,303,128,151,214,303
64HONESDALE1,56,2,52,3,2,46,20,1,123,3,216,6,16,329,110,195,216,329
64HONESDALE2,88,4,97,4,1,69,45,2,127,6,310,13,20,364,189,248,310,364
64HONESDALE3,66,1,77,1,1,58,30,1,126,2,233,11,10,370,144,217,233,370
64LAKE,180,3,214,4,5,187,86,3,654,11,727,11,48,1780,397,939,727,1780
64LEBANON,16,0,35,1,3,36,12,0,118,0,92,1,2,301,51,170,92,301
64LEHIGH,85,0,74,1,1,38,22,1,199,3,314,6,23,540,159,262,314,540
64MANCHESTER,17,1,25,0,1,50,11,0,122,0,95,0,3,299,43,184,95,299
64MT.PLEASANT,83,1,78,3,3,51,28,2,184,3,229,4,11,499,162,271,229,499
64OREGON,19,1,29,1,1,17,26,0,142,2,87,1,15,292,49,187,87,292
64PALMYRA,51,0,43,0,0,43,27,1,173,0,178,4,14,470,94,244,178,470
64PAUPACK,124,4,143,2,2,92,66,5,452,4,516,17,31,1334,271,619,516,1334
64PRESTON,37,0,43,0,1,25,13,0,147,3,141,6,8,346,80,186,141,346
64PROMPTON,4,1,11,0,0,11,6,0,38,0,27,0,4,93,16,55,27,93
64SALEM,146,2,149,1,4,150,72,3,579,4,514,12,29,1383,297,809,514,1383
64SCOTT,4,1,9,1,1,27,4,0,55,1,40,0,3,152,14,88,40,152
64SOUTHCANAAN,73,3,74,2,3,116,33,3,213,9,247,6,15,616,150,370,247,616
64STARRUCCA,7,0,9,0,0,8,6,0,30,1,28,3,1,72,16,44,28,72
64STERLING,49,0,73,1,4,58,24,1,213,6,209,9,22,493,122,301,209,493
64TEXAS1,31,0,33,2,1,38,26,2,127,4,117,3,11,263,64,196,117,263
64TEXAS2,52,0,34,0,2,42,33,0,130,0,124,0,11,304,86,207,124,304
64TEXAS3,18,1,21,0,0,15,12,0,65,1,83,5,7,174,40,92,83,174
64WAYMART,61,0,36,1,2,44,23,2,166,0,187,6,13,374,97,238,187,374
65ADAMSBURG,10,0,11,0,0,3,1,0,23,0,20,1,4,59,21,27,20,59
65ALLEGHENY1,205,10,141,0,9,98,73,1,327,3,495,5,30,1149,356,508,495,1149
65ALLEGHENY2,57,2,35,1,0,39,16,2,88,1,106,3,6,312,94,146,106,312
65ALLEGHENY3,163,2,115,1,0,55,42,0,205,0,394,6,33,707,280,303,394,707
65ALLEGHENY4,48,1,51,1,2,52,31,0,117,0,163,2,10,401,100,203,163,401
65ALLEGHENY5,60,2,32,0,0,17,20,1,71,1,135,4,4,237,94,109,135,237
65ARNOLD11,49,3,27,0,0,2,1,0,8,2,136,1,5,55,79,11,136,55
65ARNOLD12,62,0,35,0,0,2,1,0,8,2,151,1,0,37,97,11,151,37
65ARNOLD21,76,0,59,0,0,19,9,1,25,1,197,3,8,185,135,54,197,185
65ARNOLD22,107,0,79,1,0,10,6,0,39,1,274,7,11,220,186,56,274,220
65ARNOLD23,106,4,75,1,0,14,4,3,35,0,274,3,8,199,185,57,274,199
65ARONA,13,1,18,0,0,16,3,0,22,1,32,0,7,111,32,41,32,111
65AVONMORE,83,3,51,0,0,12,12,0,37,2,171,2,2,225,137,61,171,225
65BELLPERRYSVILLE,66,2,66,1,2,45,26,1,138,2,160,3,18,488,134,213,160,488
65BELLROARINGRUN,34,0,32,0,0,11,5,1,45,0,78,1,7,188,66,62,78,188
65BELLSALINA,32,0,21,0,1,10,3,1,25,3,68,3,7,126,53,40,68,126
65BOLIVAR,25,0,24,0,1,10,5,1,23,0,48,2,10,110,49,40,48,110
65COOK,70,1,96,1,0,79,73,1,257,4,236,3,42,768,167,411,236,768
65DELMONT,141,2,143,2,2,107,78,4,268,2,455,4,46,936,286,461,455,936
65DERRY1,66,2,41,0,0,20,18,0,69,2,142,0,16,234,109,107,142,234
65DERRY2,23,2,39,0,0,14,7,0,43,1,68,2,7,192,64,64,68,192
65DERRY3,12,1,23,0,0,18,3,1,32,1,40,2,5,159,36,54,40,159
65DERRY4,31,1,21,0,0,8,4,0,29,0,74,1,10,146,53,41,74,146
65DERRYALTERS,65,1,53,1,1,41,17,1,137,4,138,2,8,440,119,198,138,440
65DERRYBRADENVILLE,74,1,43,0,0,16,5,1,46,2,129,3,7,271,118,68,129,271
65DERRYCOKEVILLE,73,1,48,0,0,14,15,0,45,0,131,0,3,261,122,74,131,261
65DERRYCOOPERSTOWN,131,4,109,0,0,47,27,0,135,0,235,1,17,498,244,209,235,498
65DERRYKINGSTON,56,1,37,0,0,14,2,1,36,0,87,1,2,161,94,53,87,161
65DERRYLOYALHANNA,72,3,57,0,0,23,11,1,51,6,131,1,9,272,132,86,131,272
65DERRYMILLWOOD,86,4,56,0,0,37,18,2,98,3,164,3,13,406,146,155,164,406
65DERRYNEWDERRY,121,4,102,0,1,36,31,1,156,4,238,6,15,632,227,225,238,632
65DERRYPEANUT,69,4,62,0,1,12,9,0,61,2,135,2,8,256,135,83,135,256
65DERRYSAXMAN,151,6,92,1,2,41,25,0,96,1,325,6,16,454,249,165,325,454
65DERRYSCALPLEVEL,38,2,42,1,0,15,5,1,71,1,86,2,10,267,82,93,86,267
65DERRYSIMPSONS,28,3,28,0,0,30,12,0,90,5,88,3,9,336,59,132,88,336
65DERRYTORRANCE,18,2,10,2,1,13,3,0,27,0,49,3,4,82,30,46,49,82
65DONEGAL,7,0,6,0,0,0,1,1,13,0,27,0,2,32,13,15,27,32
65DONEGALFOURMILERUN,71,4,60,0,1,39,24,2,188,1,175,7,11,572,135,254,175,572
65DONEGALINDIANCREEK,30,5,32,0,0,20,14,0,75,1,73,3,7,257,67,109,73,257
65EASTHUNTINGDONBESSEMER1,43,1,47,0,1,22,16,0,78,0,94,2,4,274,91,117,94,274
65EASTHUNTINGDONBESSEMER2,77,5,80,1,5,42,25,0,157,1,182,4,22,529,162,230,182,529
65EASTHUNTINGDONRUFFSDALE,71,2,92,1,6,37,30,0,141,3,185,3,23,542,165,215,185,542
65EASTHUNTINGDONSTONERS,40,1,26,1,2,27,19,1,60,2,68,2,12,246,67,110,68,246
65EASTHUNTINGDONSTROHMS,47,5,47,1,1,26,11,0,85,2,124,2,5,303,99,124,124,303
65EASTHUNTINGDONWHITES,94,6,96,0,2,75,55,0,189,4,234,3,19,677,196,321,234,677
65EASTVANDERGRIFT,46,0,52,0,1,4,5,0,18,1,131,3,1,144,98,28,131,144
65EXPORT,53,2,57,0,0,21,7,0,47,0,121,4,11,248,112,75,121,248
65FAIRFIELDFAIRFIELD,18,1,30,0,0,31,15,0,54,1,47,1,8,207,49,100,47,207
65FAIRFIELDNORTHFAIRFIELD,31,0,25,0,1,25,3,0,38,0,51,3,4,155,56,67,51,155
65FAIRFIELDSOUTHFAIRFIELD,40,2,35,0,1,41,23,2,133,1,112,4,16,400,77,200,112,400
65GREENSBURG11,25,0,27,0,0,8,7,0,21,1,93,1,10,95,52,36,93,95
65GREENSBURG12,126,4,100,1,1,46,48,6,104,8,461,11,23,460,230,206,461,460
65GREENSBURG21,12,2,46,1,0,4,6,0,18,0,94,4,9,77,60,29,94,77
65GREENSBURG22,57,1,64,1,0,21,24,1,59,2,186,7,17,197,122,106,186,197
65GREENSBURG23,119,2,89,0,0,42,63,2,114,3,267,3,13,375,210,221,267,375
65GREENSBURG24,202,2,176,2,1,84,105,2,209,5,535,5,49,792,380,403,535,792
65GREENSBURG3,25,0,22,0,0,9,6,1,16,1,81,2,11,88,47,32,81,88
65GREENSBURG41,49,1,35,0,0,18,7,1,28,0,133,4,11,130,85,54,133,130
65GREENSBURG51,77,3,65,0,1,20,11,1,39,4,204,5,14,204,145,72,204,204
65GREENSBURG52,33,0,31,1,1,3,4,0,26,1,118,3,19,111,64,35,118,111
65GREENSBURG6,26,0,22,0,1,3,5,0,14,2,68,1,6,88,48,23,68,88
65GREENSBURG71,109,5,73,2,1,35,40,1,95,3,319,5,24,384,187,174,319,384
65GREENSBURG72,69,1,88,1,0,22,39,0,51,0,202,3,16,243,158,113,202,243
65GREENSBURG81,66,0,50,0,0,18,15,1,49,4,165,4,15,214,116,83,165,214
65GREENSBURG82,62,2,51,0,0,14,16,1,42,0,161,4,3,169,115,73,161,169
65HEMPFIELDALWINE,231,9,153,1,3,134,140,2,371,5,569,7,63,1284,393,651,569,1284
65HEMPFIELDBOVARD,64,6,64,0,2,16,13,0,61,1,117,3,11,266,134,92,117,266
65HEMPFIELDCARBON,244,4,192,1,4,113,99,3,351,5,649,9,47,1299,440,571,649,1299
65HEMPFIELDEASTADAMSBURG,133,5,105,0,2,76,62,1,219,5,348,5,34,735,243,360,348,735
65HEMPFIELDEASTVIEW,87,3,54,3,1,35,35,1,112,0,190,1,12,318,144,187,190,318
65HEMPFIELDFORTALLEN,162,8,157,2,2,80,88,2,213,3,353,4,36,836,327,387,353,836
65HEMPFIELDFOXHILL,174,2,121,2,2,88,79,3,272,3,389,5,42,890,297,446,389,890
65HEMPFIELDGAYVILLE,37,2,27,0,0,17,4,0,33,0,66,2,5,129,66,54,66,129
65HEMPFIELDGRAPEVILLE,56,1,36,0,1,17,20,0,70,0,114,1,10,220,93,108,114,220
65HEMPFIELDHANNASTOWN,30,2,33,0,0,7,8,0,43,0,60,0,6,141,65,58,60,141
65HEMPFIELDHAYDENVILLE,93,2,68,2,0,23,19,0,103,2,182,3,20,356,163,147,182,356
65HEMPFIELDHIGHPARK,42,2,21,0,0,9,9,0,38,0,77,3,2,155,65,56,77,155
65HEMPFIELDLINCOLNHEIGHTS,113,4,104,1,0,54,51,0,180,3,312,11,17,602,221,286,312,602
65HEMPFIELDLINCOLNHEIGHTSWEST,74,7,64,0,2,22,25,0,124,0,176,2,17,426,145,173,176,426
65HEMPFIELDLUXOR,32,3,36,0,0,8,8,0,50,0,86,1,7,181,71,66,86,181
65HEMPFIELDMAPLEWOOD,156,3,108,0,2,41,67,2,220,3,367,5,24,644,267,332,367,644
65HEMPFIELDMIDDLETOWN,61,2,58,3,1,45,27,0,146,1,117,2,8,443,121,222,117,443
65HEMPFIELDNEWSTANTON,41,0,38,0,2,29,19,0,135,0,93,3,9,391,79,185,93,391
65HEMPFIELDNORTHCARBON,54,1,52,1,0,17,18,0,48,0,117,1,10,215,107,84,117,215
65HEMPFIELDSIBEL,19,0,27,1,0,18,10,1,26,0,47,2,5,113,46,56,47,113
65HEMPFIELDTODD,130,1,121,0,1,49,64,5,232,3,362,5,31,733,252,351,362,733
65HEMPFIELDUNIVERSITY,54,2,68,0,0,42,40,1,110,1,155,4,14,396,124,193,155,396
65HEMPFIELDVALLEY,161,3,127,1,1,69,46,3,222,2,377,7,14,641,291,342,377,641
65HEMPFIELDWEAVERSOLDSTAND,111,5,92,0,1,63,58,2,230,3,255,6,25,744,208,354,255,744
65HEMPFIELDWEGLEY,42,2,23,0,0,16,10,1,55,1,74,0,9,213,67,82,74,213
65HEMPFIELDWENDELHERM,85,4,90,0,1,39,24,0,114,1,168,2,7,460,179,178,168,460
65HEMPFIELDWESTHEMPFIELD,146,4,116,1,2,77,57,2,231,5,329,3,22,782,266,370,329,782
65HEMPFIELDWESTPOINT,234,4,165,6,2,97,123,6,384,2,555,5,42,1095,403,618,555,1095
65HUNKER,24,3,24,1,0,19,10,0,25,1,50,2,7,122,51,55,50,122
65HYDEPARK,31,5,30,0,0,8,3,0,24,1,77,0,9,118,66,35,77,118
65IRWIN1,20,0,21,0,1,12,10,0,33,0,74,0,8,139,41,56,74,139
65IRWIN2,31,1,33,0,0,7,6,0,36,1,83,2,12,138,65,49,83,138
65IRWIN3,36,0,28,0,0,16,15,1,54,0,109,2,12,185,64,86,109,185
65IRWIN4,21,1,24,1,1,15,3,0,17,1,69,7,5,119,46,37,69,119
65IRWIN5,17,0,27,0,0,17,4,0,28,0,73,2,9,132,44,49,73,132
65IRWIN6,55,0,43,0,0,15,11,0,70,1,140,0,10,214,98,96,140,214
65IRWIN7,64,1,55,0,0,24,29,0,76,1,156,0,9,258,120,129,156,258
65JEANNETTE1,33,2,23,0,0,2,4,1,21,3,86,0,2,74,58,28,86,74
65JEANNETTE21,36,2,26,0,0,10,6,1,38,0,91,3,2,132,64,55,91,132
65JEANNETTE22,67,0,55,0,0,15,7,2,51,2,168,4,17,210,122,75,168,210
65JEANNETTE3,90,2,67,0,0,29,13,1,109,3,210,2,16,433,159,152,210,433
65JEANNETTE4,42,0,17,0,0,3,0,0,14,2,106,0,3,45,59,17,106,45
65JEANNETTE51,71,1,65,0,0,14,7,0,43,0,151,2,11,238,137,64,151,238
65JEANNETTE52,131,7,106,0,1,35,20,0,135,3,265,2,18,553,244,191,265,553
65JEANNETTE6,158,3,119,0,2,37,37,2,161,5,317,1,23,625,280,239,317,625
65LATROBE1,158,9,98,2,0,50,32,0,118,6,354,3,28,553,265,202,354,553
65LATROBE2,57,0,45,0,2,26,29,0,75,3,156,2,13,248,102,132,156,248
65LATROBE3,111,4,93,2,2,47,36,0,99,2,269,4,27,382,208,186,269,382
65LATROBE4,88,3,94,0,2,30,34,1,121,0,254,6,18,417,185,188,254,417
65LATROBE5,74,4,45,0,1,25,21,0,97,0,183,4,23,352,123,144,183,352
65LATROBE6,57,5,54,1,0,19,18,0,77,3,130,5,5,288,116,115,130,288
65LAURELMOUNTAIN,12,1,17,0,0,5,8,0,15,0,47,0,2,50,30,28,47,50
65LIGONIER1,54,0,41,0,3,16,39,0,91,1,164,6,15,267,95,149,164,267
65LIGONIER2,50,1,48,2,4,35,45,5,91,5,164,2,14,245,99,182,164,245
65LIGONIERIDLEPARK,69,3,65,1,2,49,46,2,212,5,192,6,19,554,137,312,192,554
65LIGONIERLAUGHLINSTOWN,29,1,27,1,0,29,27,3,84,0,103,1,9,245,57,144,103,245
65LIGONIERNORTHLIGONIER,107,2,94,3,8,116,92,3,289,5,343,6,37,828,203,511,343,828
65LIGONIERSOUTHLIGONIER,34,1,34,0,2,34,44,0,103,0,125,2,12,298,69,183,125,298
65LIGONIERWATERFORD,44,2,46,0,1,42,28,1,200,1,148,4,12,448,92,272,148,448
65LIGONIERWILPEN,26,4,22,0,1,16,12,0,40,1,51,2,5,147,52,69,51,147
65LOWERBURRELL11,148,1,133,1,2,44,39,0,139,2,324,7,22,570,282,225,324,570
65LOWERBURRELL12,231,9,162,3,4,64,54,0,149,4,472,6,28,682,402,274,472,682
65LOWERBURRELL21,104,2,84,2,0,28,26,1,102,1,246,2,22,388,190,159,246,388
65LOWERBURRELL22,59,5,68,1,0,30,17,1,83,1,184,2,12,321,132,132,184,321
65LOWERBURRELL23,61,8,65,0,1,13,12,0,58,3,152,4,7,243,134,84,152,243
65LOWERBURRELL31,115,3,105,0,2,39,28,0,129,3,265,4,15,508,223,198,265,508
65LOWERBURRELL32,48,1,43,1,0,16,11,0,61,2,125,2,14,229,92,89,125,229
65LOWERBURRELL41,88,2,81,0,0,25,10,0,68,2,209,4,15,321,171,103,209,321
65LOWERBURRELL42,120,0,92,0,1,56,33,0,109,0,252,4,12,411,212,199,252,411
65LOYALHANNA1,78,3,76,0,3,42,24,0,123,6,210,3,11,457,157,192,210,457
65LOYALHANNA2,27,4,21,1,0,11,5,0,56,2,57,3,7,184,52,73,57,184
65MADISON,26,0,26,0,0,11,8,0,42,1,61,0,2,142,52,61,61,142
65MANOR,220,6,162,1,5,136,92,0,331,5,602,8,48,1224,388,565,602,1224
65MONESSEN11,70,0,60,0,0,2,0,0,16,3,166,1,6,132,130,18,166,132
65MONESSEN12,37,1,14,0,0,1,1,0,9,1,80,0,9,36,52,11,80,36
65MONESSEN13,39,1,21,0,0,2,0,0,6,0,92,1,1,52,61,8,92,52
65MONESSEN14,114,1,85,0,0,6,5,0,29,1,190,0,10,188,200,40,190,188
65MONESSEN15,164,3,100,0,0,3,3,1,39,1,250,1,11,243,267,46,250,243
65MONESSEN21,37,0,10,0,0,1,1,0,3,1,63,0,1,12,47,5,63,12
65MONESSEN22,43,1,16,0,0,4,0,0,9,0,97,0,2,45,60,13,97,45
65MONESSEN23,31,1,10,0,0,0,0,0,6,0,58,2,0,25,42,6,58,25
65MONESSEN32,65,0,15,0,0,1,0,0,5,0,121,1,2,28,80,6,121,28
65MONESSEN33,56,0,27,0,0,1,0,0,10,0,124,1,4,64,83,11,124,64
65MONESSEN34,56,3,37,0,0,3,3,0,23,0,105,3,3,106,96,29,105,106
65MONESSEN42,101,1,74,0,1,5,11,0,17,0,191,1,9,178,176,34,191,178
65MONESSEN43,187,6,96,0,0,6,6,0,58,1,307,5,4,321,289,70,307,321
65MT.PLEASANT1,96,2,85,2,2,36,18,0,101,1,237,2,14,404,183,159,237,404
65MT.PLEASANT2,149,4,75,3,2,31,24,2,87,2,286,1,17,373,228,149,286,373
65MT.PLEASANT3,107,3,90,0,1,16,11,0,86,3,213,3,12,369,200,114,213,369
65MT.PLEASANTBRIDGEPORT,24,0,19,0,1,7,3,0,30,0,42,0,2,97,43,41,42,97
65MT.PLEASANTDUNCAN,60,4,55,0,0,22,13,0,71,0,127,1,9,303,119,106,127,303
65MT.PLEASANTHECCLA,78,5,50,1,1,32,18,0,122,3,151,3,9,424,133,174,151,424
65MT.PLEASANTLAURELRUN,56,1,56,0,4,45,19,1,136,1,116,4,9,443,113,205,116,443
65MT.PLEASANTMAMMOTH,45,3,51,0,0,32,8,1,63,1,103,0,4,307,99,104,103,307
65MT.PLEASANTPLEASANTVALLEY,60,1,58,0,1,37,20,0,122,2,140,2,10,377,119,180,140,377
65MT.PLEASANTRIDGEVIEW,48,5,48,0,1,32,12,1,74,0,87,0,9,315,101,120,87,315
65MT.PLEASANTSPRINGGARDEN,139,4,114,1,0,46,46,1,175,1,269,4,7,684,257,269,269,684
65MT.PLEASANTUNITED,56,3,65,1,1,24,14,0,83,1,115,3,15,309,124,123,115,309
65MT.PLEASANTWESTMORELAND,123,4,118,1,3,36,28,2,140,4,252,3,28,575,245,210,252,575
65MURRYSVILLEEASTMANORDALE,178,1,127,1,4,104,99,3,275,4,514,6,33,948,306,486,514,948
65MURRYSVILLEEASTMURRYSVILLE,155,2,98,1,1,107,120,1,172,3,484,8,30,614,255,402,484,614
65MURRYSVILLEMANORDALE,123,1,67,2,5,68,95,5,211,3,427,7,38,722,191,386,427,722
65MURRYSVILLENEWLONSBURG,249,2,198,2,5,242,260,1,565,6,892,6,71,1624,449,1075,892,1624
65MURRYSVILLESARDIS,310,2,235,2,4,202,225,5,505,9,959,6,47,1554,547,943,959,1554
65MURRYSVILLESOUTHMURRYSVILLE,153,3,127,2,3,131,149,1,273,6,511,8,30,905,283,559,511,905
65MURRYSVILLEWESTMURRYSVILLE,174,1,127,0,5,133,172,4,270,5,607,9,42,950,302,584,607,950
65NEWALEXANDRIA,40,1,39,0,1,23,18,0,67,2,93,0,8,195,80,109,93,195
65NEWFLORENCE,19,1,28,0,0,23,13,1,53,1,51,2,10,208,48,90,51,208
65NEWKENSINGTON2,28,1,31,0,0,2,1,0,12,1,127,3,1,49,60,15,127,49
65NEWKENSINGTON31,71,0,52,0,0,9,7,0,33,1,173,7,2,137,123,49,173,137
65NEWKENSINGTON32,54,2,52,1,0,10,7,1,62,0,145,7,17,202,108,81,145,202
65NEWKENSINGTON33,71,5,59,0,0,25,4,0,44,2,135,0,9,229,135,73,135,229
65NEWKENSINGTON34,88,1,74,1,2,18,12,0,48,1,179,3,11,252,163,81,179,252
65NEWKENSINGTON41,41,0,32,0,0,8,6,0,12,2,163,1,15,80,73,26,163,80
65NEWKENSINGTON42,143,7,109,1,4,43,21,0,85,3,372,9,19,357,259,154,372,357
65NEWKENSINGTON43,83,3,81,0,0,28,10,0,54,1,216,8,8,280,167,92,216,280
65NEWKENSINGTON44,149,7,109,0,1,27,22,0,94,4,296,4,10,374,265,144,296,374
65NEWKENSINGTON45,104,2,48,0,3,8,16,0,49,2,167,1,4,209,154,76,167,209
65NEWKENSINGTON5,48,1,32,0,0,5,0,0,19,0,134,6,6,92,81,24,134,92
65NEWKENSINGTON6,69,0,38,1,1,3,4,0,22,1,169,2,4,93,107,31,169,93
65NEWKENSINGTON71,66,0,84,0,1,25,25,1,59,0,196,7,11,226,150,111,196,226
65NEWKENSINGTON72,71,2,68,0,0,23,17,0,100,1,172,3,15,333,141,140,172,333
65NEWSTANTON,166,6,115,1,5,59,51,0,201,2,362,7,39,737,287,317,362,737
65NORTHBELLEVERNON1,81,5,60,0,1,18,13,0,48,1,183,2,3,243,146,80,183,243
65NORTHBELLEVERNON2,84,2,66,0,0,10,3,0,39,0,152,0,2,275,152,52,152,275
65NORTHHUNTINGDON11,144,4,115,1,1,67,69,2,214,7,360,4,28,739,263,354,360,739
65NORTHHUNTINGDON12,23,0,20,0,0,17,6,1,30,1,34,0,7,92,43,54,34,92
65NORTHHUNTINGDON13,118,4,81,0,3,81,73,1,295,5,326,4,23,858,203,453,326,858
65NORTHHUNTINGDON14,92,5,66,0,1,29,17,2,102,4,202,3,12,375,163,151,202,375
65NORTHHUNTINGDON21,66,2,52,0,0,18,18,0,77,2,131,3,10,283,120,113,131,283
65NORTHHUNTINGDON22,166,4,132,0,1,65,63,2,223,3,399,3,31,761,302,354,399,761
65NORTHHUNTINGDON23,63,7,58,0,0,48,25,0,61,1,145,0,11,319,128,134,145,319
65NORTHHUNTINGDON31,185,6,127,0,0,82,68,2,229,4,501,8,23,877,318,381,501,877
65NORTHHUNTINGDON32,245,4,178,0,6,103,80,6,280,9,572,12,33,1072,427,475,572,1072
65NORTHHUNTINGDON41,98,4,82,3,0,44,27,2,148,0,234,2,16,471,184,224,234,471
65NORTHHUNTINGDON42,165,6,138,0,2,68,59,1,236,4,359,1,30,878,309,366,359,878
65NORTHHUNTINGDON43,60,3,57,1,3,32,26,2,71,1,137,3,5,292,120,135,137,292
65NORTHHUNTINGDON44,24,1,17,1,0,11,9,0,46,0,52,0,8,132,42,67,52,132
65NORTHHUNTINGDON51,51,5,59,0,1,24,26,0,71,2,121,4,12,273,115,122,121,273
65NORTHHUNTINGDON52,165,4,149,1,0,72,33,3,219,5,356,5,31,744,318,328,356,744
65NORTHHUNTINGDON53,113,2,65,2,2,48,49,1,109,2,260,1,23,431,180,211,260,431
